case,repetitions,completed_mean,completed_stdev,request_throughput_mean,request_throughput_stdev,input_throughput_mean,input_throughput_stdev,output_throughput_mean,output_throughput_stdev,total_throughput_mean,total_throughput_stdev,e2e_p99_ms_mean,e2e_p99_ms_stdev,ttft_p99_ms_mean,ttft_p99_ms_stdev,tpot_p99_ms_mean,tpot_p99_ms_stdev,itl_p99_ms_mean,itl_p99_ms_stdev,retraction_events_mean,retraction_events_stdev,retracted_requests_mean,retracted_requests_stdev,cache_hit_rate_mean,cache_hit_rate_stdev,mixed_prefill_chunk_size_mean,mixed_prefill_chunk_size_stdev
qwen3_8b_w8a8__prefill_off__decode_128_128_c128,1,640.0,0.0,19.229108874065737,0.0,2461.3259358804144,0.0,2461.3259358804144,0.0,4922.651871760829,0.0,6673.585115259302,0.0,2282.926381718862,0.0,49.942014631419944,0.0,69.93002074887022,0.0,0.0,0.0,0.0,0.0,0.003,0.0,1740.2978723404256,0.0
