name,count,total_ms,mean_us,category_time_pct
aten::copy_,180,2.9696960000000003,16.498311111111114,11.363926317789794
aten::slice,500,2.7498989999999988,5.4997979999999975,10.522844633714637
aten::clone,20,2.1673860000000005,108.36930000000002,8.293783204142494
aten::index_put_,60,1.9526240000000008,32.54373333333334,7.47196859959672
aten::add,120,1.7525689999999998,14.604741666666664,6.706432235098318
aten::_index_put_impl_,60,1.671672,27.8612,6.396869388487003
aten::argmax,20,1.511449,75.57245,5.783755330207895
aten::cumsum,40,1.378805,34.470125,5.276175886892179
aten::empty_strided,120,1.2672380000000003,10.560316666666669,4.849250313534888
aten::to,160,1.2654940000000012,7.909337500000008,4.842576671687975
aten::index,20,1.1667419999999997,58.337099999999985,4.464689355365228
aten::_to_copy,60,1.092621,18.210350000000002,4.181055750241709
aten::sum,40,0.8697420000000001,21.743550000000003,3.3281803940494687
aten::as_strided,640,0.6062740000000002,0.9473031250000004,2.3199859731069075
aten::_foreach_copy_,20,0.5584029999999999,27.920149999999996,2.1368013923421025
aten::empty_like,40,0.515609,12.890225000000001,1.9730446095456495
aten::sub,40,0.49066799999999994,12.266699999999998,1.8776046432016211
aten::empty,80,0.45537600000000006,5.692200000000001,1.7425552349095141
aten::reshape,100,0.30910899999999997,3.09109,1.1828456179237488
aten::mul,20,0.30395,15.1975,1.163104036336449
aten::ones,20,0.20365300000000003,10.18265,0.779304577437167
aten::select,20,0.19921699999999998,9.960849999999999,0.7623296489779186
aten::clamp,20,0.15628199999999998,7.814099999999999,0.5980333114220527
aten::view,100,0.11496499999999997,1.1496499999999998,0.4399284603961831
aten::record_stream,20,0.11291,5.6455,0.43206473677495794
aten::item,20,0.10854,5.427,0.41534236586266876
aten::fill_,40,0.08691299999999996,2.172824999999999,0.3325838496795847
aten::_local_scalar_dense,20,0.04528599999999999,2.2642999999999995,0.17329274350890747
aten::resolve_conj,20,0.03187,1.5935000000000001,0.12195468214522992
aten::lift_fresh,20,0.010995000000000001,0.5497500000000001,0.042073791345679415
aten::resolve_neg,20,0.0067009999999999995,0.33504999999999996,0.025642244275343132
