name,count,total_ms,mean_us,category_time_pct
cudaEventSynchronize,4,24.562677,6140.66925,64.72022055385564
cudaGraphLaunch,113,4.646106999999997,41.115991150442454,12.242031670929533
cudaLaunchKernel,323,2.5300410000000007,7.832944272445823,6.666407392414822
cudaDeviceSynchronize,1,2.467893,2467.893,6.502653569206503
cudaMemcpyAsync,179,2.053155,11.470139664804467,5.409860025894225
cudaLaunchKernelExC,110,0.786303,7.1482090909090905,2.071830508627311
cudaFuncSetAttribute,108,0.16227299999999992,1.502527777777777,0.4275732791639858
cudaMalloc,1,0.158728,158.728,0.41823255535511866
cudaEventQuery,62,0.10809900000000001,1.7435322580645165,0.28483015599851935
cudaDeviceGetAttribute,241,0.10021000000000006,0.4158091286307057,0.26404342253500623
cudaStreamIsCapturing,119,0.09185500000000006,0.7718907563025216,0.2420288252365332
cudaEventRecordWithFlags,51,0.07033500000000002,1.379117647058824,0.1853257571499816
cudaMemGetInfo,1,0.058521000000000004,58.521,0.15419703752291278
cudaMemsetAsync,5,0.05451399999999999,10.9028,0.14363898948281925
cudaStreamWaitEvent,15,0.02874,1.9160000000000001,0.07572705282562692
cudaStreamSynchronize,15,0.024125,1.6083333333333334,0.06356698501803235
cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFlags,11,0.02094,1.9036363636363638,0.05517482554518538
cudaPointerGetAttributes,2,0.015236999999999999,7.618499999999999,0.04014798552206253
cudaEventRecord,5,0.009269,1.8538000000000001,0.024422896751591365
cudaPeekAtLastError,44,0.003069,0.06974999999999999,0.00808651096457373
