case,repetitions,completed_mean,completed_stdev,request_throughput_mean,request_throughput_stdev,input_throughput_mean,input_throughput_stdev,output_throughput_mean,output_throughput_stdev,total_throughput_mean,total_throughput_stdev,e2e_p99_ms_mean,e2e_p99_ms_stdev,ttft_p99_ms_mean,ttft_p99_ms_stdev,tpot_p99_ms_mean,tpot_p99_ms_stdev,itl_p99_ms_mean,itl_p99_ms_stdev,retraction_events_mean,retraction_events_stdev,retracted_requests_mean,retracted_requests_stdev,mixed_prefill_chunk_size_mean,mixed_prefill_chunk_size_stdev
qwen3_8b_awq__slo_chunk1024_i4__prefill_8k_64,3,80.0,0.0,0.3066745446335642,0.0012877749439106087,2512.277869638158,10.549452340515707,19.62717085654811,0.08241759641027896,2531.905040494706,10.631869936926014,28702.61832289069,506.26213983120414,22934.510633409736,415.23427145689044,92.52592563471312,0.039769641389678395,343.52522040540254,0.40853356769773097,0.0,0.0,0.0,0.0,1022.0103703703704,0.0
