name,count,total_ms,mean_us,category_time_pct
cudaEventSynchronize,20,353.633048,17681.6524,88.96437720988428
cudaDeviceSynchronize,1,22.334414000000002,22334.414,5.618726086532842
cudaGraphLaunch,20,15.665721,783.2860499999999,3.941065803071679
cudaLaunchKernel,260,2.5532239999999975,9.820092307692297,0.6423211414260394
cudaMemcpyAsync,60,1.5301990000000005,25.503316666666674,0.3849561058054387
cudaEventQuery,291,0.5469219999999998,1.8794570446735388,0.13759057697679974
cudaMemsetAsync,20,0.29286199999999996,14.643099999999999,0.07367604805544398
cudaLaunchKernelExC,20,0.28434799999999993,14.217399999999998,0.07153415913457323
cudaEventRecordWithFlags,80,0.18568399999999993,2.321049999999999,0.04671300239405269
cudaStreamIsCapturing,160,0.17659400000000006,1.1037125000000003,0.044426207668810155
cudaStreamWaitEvent,60,0.140708,2.3451333333333335,0.03539827416935421
cudaDeviceGetAttribute,100,0.06777299999999997,0.6777299999999997,0.01704982826335135
cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFlags,20,0.045861,2.29305,0.01153736995537392
cudaEventRecord,20,0.036417000000000005,1.82085,0.009161518537861192
cudaPeekAtLastError,80,0.00583,0.072875,0.0014666681241104632
